Time,Input throttle,Load torque,Output
8.65016456102113,11.8907311333805,25.0,2949.75395514852
8.65016456102124,11.8892317088017,25.0,2949.75395514853
8.65952520461871,11.8892317088017,25.0,2950.51728820141
8.66033347120598,11.8892317088017,25.0,2950.58312358344
8.66033347120609,11.8877699310183,25.0,2950.58312358345
8.66969411480356,11.8877699310183,25.0,2951.33094426196
8.67049955356129,11.8877699310183,25.0,2951.39521606881
8.6704995535614,11.886353011171,25.0,2951.39521606882
8.67986019715887,11.886353011171,25.0,2952.12679551346
8.68066286979139,11.886353011171,25.0,2952.18945550301
8.68066286979151,11.8849873181005,25.0,2952.18945550302
8.69002351338898,11.8849873181005,25.0,2952.90418814248
8.69082348394422,11.8849873181005,25.0,2952.96519910003
8.69082348394433,11.883678415662,25.0,2952.96519910004
8.70018412754181,11.883678415662,25.0,2953.66259584692
8.70098146195963,11.883678415662,25.0,2953.72193078749
8.70098146195974,11.8824311010166,25.0,2953.7219307875
8.71034210555721,11.8824311010166,25.0,2954.40161220398
8.71113687124531,11.8824311010166,25.0,2954.4592535948
8.71113687124542,11.8812494436149,25.0,2954.45925359481
8.72049751484289,11.8812494436149,25.0,2955.12094306593
8.72128978027998,11.8812494436149,25.0,2955.1768820722
8.72128978028009,11.880136824609,25.0,2955.1768820722
8.73065042387756,11.880136824609,25.0,2955.82039902077
8.73144025824422,11.880136824609,25.0,2955.87463477689
8.73144025824433,11.8790959764521,25.0,2955.8746347769
8.7408009018418,11.8790959764521,25.0,2956.4998879501
8.74158837467667,11.8790959764521,25.0,2956.55242685819
8.74158837467678,11.8781290224744,25.0,2956.5524268582
8.75094901827425,11.8781290224744,25.0,2957.15940771678
8.75173419915797,11.8781290224744,25.0,2957.21026277409
8.75173419915808,11.877237516213,25.0,2957.2102627741
8.76109484275555,11.877237516213,25.0,2957.79903900113
8.76187780101897,11.877237516213,25.0,2957.84822915653
8.76187780101908,11.8764224803733,25.0,2957.84822915654
8.77123844461655,11.8764224803733,25.0,2958.41893831935
8.77201924907387,11.8764224803733,25.0,2958.46648786052
8.77201924907398,11.8756844451805,25.0,2958.46648786053
8.77462781717218,11.8756844451805,25.0,2958.62067020103
8.77462781717229,11.8756844451805,25.0,2958.62067020104
8.77462781717241,11.8756844451805,25.0,2958.62067020105
8.77723638527061,11.8756844451805,25.0,2958.77476034487
8.77984495336881,11.8756844451805,25.0,2958.92875833592
8.78215861123777,11.8756844451805,25.0,2959.06526909363
8.78215861123788,11.8750234867691,25.0,2959.06526909363
8.78737574743428,11.8750234867691,25.0,2959.36372387834
8.79229595479068,11.8750234867691,25.0,2959.64486524148
8.7922959547908,11.8744392615998,25.0,2959.64486524149
8.7975130909872,11.8744392615998,25.0,2959.93366234298
8.80243134561797,11.8744392615998,25.0,2960.20559823374
8.80243134561808,11.8739312116896,25.0,2960.20559823374
8.80764848181448,11.8739312116896,25.0,2960.48495733401
8.81256484829022,11.8739312116896,25.0,2960.74790520736
8.81256484829033,11.8734980114068,25.0,2960.74790520736
8.81778198448673,11.8734980114068,25.0,2961.01804299733
8.82269652582163,11.8734980114068,25.0,2961.27221682474
8.82269652582174,11.8731383411446,25.0,2961.27221682475
8.82791366201814,11.8731383411446,25.0,2961.53337662951
8.83282643959826,11.8731383411446,25.0,2961.77901479099
8.83282643959837,11.8728505180244,25.0,2961.77901479099
8.83804357579477,11.8728505180244,25.0,2962.0314576303
8.84295464923768,11.8728505180244,25.0,2962.26881449417
8.84295464923779,11.8726326036808,25.0,2962.26881449418
8.84817178543419,11.8726326036808,25.0,2962.51281630478
8.85308121248749,11.8726326036808,25.0,2962.74215961852
8.8530812124876,11.8724824363749,25.0,2962.74215961852
8.858298348684,11.8724824363749,25.0,2962.97800872944
8.8632061851414,11.8724824363749,25.0,2963.19961725501
8.86320618514151,11.8723976603336,25.0,2963.19961725502
8.86842332133791,11.8723976603336,25.0,2963.42761197456
8.87332962097149,11.8723976603336,25.0,2963.64177323447
8.87332962097161,11.8723757540381,25.0,2963.64177323447
8.87854675716801,11.8723757540381,25.0,2963.86221958203
8.88345157167592,11.8723757540381,25.0,2964.06922774604
8.88345157167603,11.8724140570355,25.0,2964.06922774604
8.88866870787243,11.8724140570355,25.0,2964.28243732911
8.89357208684086,11.8724140570355,25.0,2964.48259124115
8.89357208684097,11.8725097952547,25.0,2964.48259124115
8.89878922303737,11.8725097952547,25.0,2964.68887927665
8.90369121391585,11.8725097952547,25.0,2964.88248062036
8.90369121391596,11.8726601048163,25.0,2964.88248062036
8.90890835011236,11.8726601048163,25.0,2965.08216409886
8.91380899820154,11.8726601048163,25.0,2965.26951569959
8.91380899820166,11.8728620543394,25.0,2965.26951569959
8.91902613439806,11.8728620543394,25.0,2965.46291169037
8.92392548284877,11.8728620543394,25.0,2965.64431595107
8.92392548284888,11.8731126657514,25.0,2965.64431595107
8.92914261904528,11.8731126657514,25.0,2965.83174004534
8.93404070886818,11.8731126657514,25.0,2966.00749751333
8.93404070886829,11.8734089336171,25.0,2966.00749751333
8.93925784506469,11.8734089336171,25.0,2966.18926240236
8.94415471514936,11.8734089336171,25.0,2966.3596704633
8.94415471514948,11.8737478430102,25.0,2966.3596704633
8.94937185134588,11.8737478430102,25.0,2966.53608464775
8.95426753848872,11.8737478430102,25.0,2966.70143634305
8.95426753848884,11.8741263859538,25.0,2966.70143634305
8.95948467468524,11.8741263859538,25.0,2966.87280296946
8.96437921362511,11.8741263859538,25.0,2967.03338593292
8.96437921362522,11.8745415764653,25.0,2967.03338593292
8.96959634982162,11.8745415764653,25.0,2967.20000175289
