Time,x_0,x_1
2.8,6.999999999999998,2.8
2.8707070707070708,6.929292929292928,2.8707070707070708
2.9414141414141413,6.858585858585858,2.9414141414141413
3.012121212121212,6.787878787878787,3.012121212121212
3.0828282828282827,6.717171717171716,3.0828282828282827
3.1535353535353536,6.646464646464645,3.1535353535353536
3.224242424242424,6.575757575757574,3.224242424242424
3.294949494949494,6.505050505050504,3.294949494949494
3.3656565656565656,6.434343434343433,3.3656565656565656
3.4363636363636365,6.363636363636362,3.4363636363636365
3.507070707070707,6.292929292929292,3.507070707070707
3.577777777777777,6.222222222222221,3.577777777777777
3.648484848484848,6.151515151515151,3.648484848484848
3.71919191919192,6.08080808080808,3.71919191919192
3.78989898989899,6.010101010101009,3.78989898989899
3.860606060606061,5.939393939393939,3.860606060606061
3.9313131313131313,5.868686868686868,3.9313131313131313
4.002020202020202,5.797979797979797,4.002020202020202
4.072727272727272,5.727272727272727,4.072727272727272
4.143434343434343,5.656565656565656,4.143434343434343
4.214141414141414,5.585858585858585,4.214141414141414
4.284848484848485,5.515151515151514,4.284848484848485
4.355555555555556,5.444444444444443,4.355555555555556
4.426262626262626,5.373737373737373,4.426262626262626
4.496969696969697,5.303030303030302,4.496969696969697
4.567676767676768,5.232323232323231,4.567676767676768
4.638383838383838,5.161616161616161,4.638383838383838
4.709090909090909,5.09090909090909,4.709090909090909
4.77979797979798,5.020202020202019,4.77979797979798
4.850505050505051,4.949494949494948,4.850505050505051
4.921212121212122,4.878787878787877,4.921212121212122
4.991919191919192,4.808080808080807,4.991919191919192
5.062626262626263,4.737373737373736,5.062626262626263
5.133333333333334,4.666666666666665,5.133333333333334
5.204040404040404,4.595959595959595,5.204040404040404
5.274747474747475,4.525252525252524,5.274747474747475
5.345454545454546,4.454545454545453,5.345454545454546
5.416161616161617,4.383838383838382,5.416161616161617
5.486868686868688,4.313131313131311,5.486868686868688
5.557575757575758,4.242424242424241,5.557575757575758
5.6282828282828286,4.171717171717171,5.6282828282828286
5.6989898989899,4.1010101010101,5.6989898989899
5.7696969696969695,4.030303030303029,5.7696969696969695
5.8404040404040405,3.959595959595959,5.8404040404040405
5.911111111111111,3.888888888888888,5.911111111111111
5.981818181818182,3.818181818181817,5.981818181818182
6.052525252525253,3.747474747474746,6.052525252525253
6.123232323232323,3.676767676767676,6.123232323232323
6.193939393939394,3.606060606060605,6.193939393939394
6.264646464646465,3.535353535353534,6.264646464646465
6.335353535353535,3.464646464646464,6.335353535353535
6.406060606060606,3.3939393939393936,6.406060606060606
6.476767676767677,3.323232323232322,6.476767676767677
6.547474747474748,3.2525252525252517,6.547474747474748
6.618181818181819,3.1818181818181803,6.618181818181819
6.688888888888889,3.1111111111111103,6.688888888888889
6.75959595959596,3.0404040404040398,6.75959595959596
6.830303030303031,2.9696969696969684,6.830303030303031
6.901010101010102,2.898989898989897,6.901010101010102
6.971717171717172,2.8282828282828274,6.971717171717172
7.042424242424243,2.7575757575757565,7.042424242424243
7.113131313131314,2.686868686868685,7.113131313131314
7.183838383838384,2.6161616161616155,7.183838383838384
7.254545454545455,2.5454545454545445,7.254545454545455
7.325252525252526,2.4747474747474736,7.325252525252526
7.395959595959597,2.404040404040402,7.395959595959597
7.466666666666668,2.333333333333332,7.466666666666668
7.537373737373738,2.2626262626262617,7.537373737373738
7.608080808080809,2.1919191919191907,7.608080808080809
7.67878787878788,2.12121212121212,7.67878787878788
7.74949494949495,2.0505050505050497,7.74949494949495
7.820202020202021,1.9797979797979788,7.820202020202021
7.8909090909090915,1.909090909090908,7.8909090909090915
7.961616161616162,1.838383838383837,7.961616161616162
8.032323232323233,1.7676767676767668,8.032323232323233
8.103030303030303,1.696969696969696,8.103030303030303
8.173737373737374,1.626262626262625,8.173737373737374
8.244444444444445,1.555555555555554,8.244444444444445
8.315151515151516,1.484848484848483,8.315151515151516
8.385858585858585,1.414141414141414,8.385858585858585
8.456565656565658,1.3434343434343416,8.456565656565658
8.527272727272727,1.2727272727272725,8.527272727272727
8.5979797979798,1.2020202020201998,8.5979797979798
8.66868686868687,1.1313131313131306,8.66868686868687
8.73939393939394,1.0606060606060597,8.73939393939394
8.810101010101011,0.9898989898989888,8.810101010101011
8.88080808080808,0.9191919191919196,8.88080808080808
8.951515151515153,0.8484848484848468,8.951515151515153
9.022222222222222,0.7777777777777777,9.022222222222222
9.092929292929297,0.707070707070705,9.092929292929297
9.163636363636364,0.6363636363636358,9.163636363636364
9.234343434343437,0.5656565656565649,9.234343434343437
9.305050505050506,0.4949494949494939,9.305050505050506
9.375757575757577,0.424242424242423,9.375757575757577
9.446464646464648,0.353535353535352,9.446464646464648
9.517171717171715,0.2828282828282829,9.517171717171715
9.58787878787879,0.2121212121212101,9.58787878787879
9.65858585858586,0.141414141414141,9.65858585858586
9.729292929292932,0.0707070707070682,9.729292929292932
9.8,-8.881784197001252e-16,9.8
