Time,x_0,x_1
0.0,6.25,0.0
0.0626262626262626,6.187373737373738,0.0626262626262626
0.1252525252525252,6.124747474747475,0.1252525252525252
0.1878787878787878,6.062121212121213,0.1878787878787878
0.2505050505050505,5.999494949494951,0.2505050505050504
0.3131313131313131,5.936868686868688,0.3131313131313131
0.3757575757575757,5.874242424242425,0.3757575757575757
0.4383838383838384,5.811616161616162,0.4383838383838384
0.501010101010101,5.7489898989899,0.5010101010101009
0.5636363636363636,5.686363636363637,0.5636363636363636
0.6262626262626263,5.623737373737375,0.6262626262626263
0.6888888888888889,5.561111111111112,0.6888888888888889
0.7515151515151515,5.498484848484849,0.7515151515151515
0.8141414141414142,5.435858585858586,0.8141414141414142
0.8767676767676768,5.373232323232324,0.8767676767676768
0.9393939393939394,5.310606060606061,0.9393939393939394
1.002020202020202,5.247979797979799,1.002020202020202
1.0646464646464646,5.185353535353536,1.0646464646464646
1.1272727272727272,5.122727272727273,1.1272727272727272
1.18989898989899,5.06010101010101,1.18989898989899
1.2525252525252526,4.997474747474747,1.2525252525252526
1.3151515151515152,4.9348484848484855,1.3151515151515152
1.3777777777777778,4.872222222222223,1.3777777777777778
1.4404040404040404,4.80959595959596,1.4404040404040404
1.503030303030303,4.746969696969698,1.503030303030303
1.5656565656565655,4.684343434343434,1.5656565656565655
1.6282828282828283,4.621717171717172,1.6282828282828283
1.690909090909091,4.5590909090909095,1.690909090909091
1.7535353535353535,4.496464646464647,1.7535353535353535
1.816161616161616,4.433838383838384,1.816161616161616
1.878787878787879,4.371212121212121,1.878787878787879
1.9414141414141413,4.308585858585858,1.9414141414141413
2.004040404040404,4.245959595959596,2.004040404040404
2.066666666666667,4.183333333333334,2.066666666666667
2.129292929292929,4.120707070707071,2.129292929292929
2.191919191919192,4.058080808080808,2.191919191919192
2.2545454545454544,3.9954545454545456,2.2545454545454544
2.317171717171717,3.932828282828283,2.317171717171717
2.37979797979798,3.87020202020202,2.37979797979798
2.4424242424242424,3.8075757575757576,2.4424242424242424
2.505050505050505,3.744949494949495,2.505050505050505
2.567676767676768,3.6823232323232338,2.567676767676767
2.6303030303030304,3.61969696969697,2.630303030303031
2.692929292929293,3.557070707070708,2.6929292929292927
2.7555555555555555,3.4944444444444454,2.7555555555555555
2.8181818181818183,3.4318181818181825,2.8181818181818183
2.8808080808080807,3.3691919191919206,2.8808080808080803
2.9434343434343435,3.306565656565657,2.943434343434344
3.006060606060606,3.243939393939395,3.006060606060606
3.0686868686868687,3.181313131313132,3.0686868686868687
3.1313131313131315,3.1186868686868694,3.1313131313131315
3.193939393939394,3.0560606060606075,3.1939393939393934
3.2565656565656567,2.993434343434344,3.256565656565657
3.319191919191919,2.930808080808082,3.319191919191919
3.381818181818182,2.868181818181819,3.381818181818182
3.4444444444444446,2.805555555555556,3.4444444444444446
3.507070707070707,2.7429292929292943,3.5070707070707066
3.56969696969697,2.68030303030303,3.5696969696969703
3.632323232323232,2.6176767676767687,3.632323232323232
3.694949494949495,2.555050505050506,3.694949494949495
3.757575757575758,2.492424242424243,3.757575757575758
3.82020202020202,2.429797979797981,3.82020202020202
3.882828282828283,2.367171717171717,3.8828282828282834
3.945454545454545,2.304545454545456,3.945454545454545
4.008080808080808,2.2419191919191928,4.008080808080808
4.070707070707071,2.17929292929293,4.070707070707071
4.133333333333334,2.116666666666667,4.133333333333334
4.195959595959596,2.054040404040405,4.195959595959596
4.2585858585858585,1.9914141414141424,4.2585858585858585
4.321212121212121,1.92878787878788,4.321212121212121
4.383838383838384,1.8661616161616168,4.383838383838384
4.446464646464647,1.803535353535354,4.446464646464647
4.509090909090909,1.740909090909092,4.509090909090909
4.571717171717172,1.6782828282828293,4.571717171717172
4.634343434343434,1.6156565656565665,4.634343434343434
4.696969696969697,1.5530303030303036,4.696969696969697
4.75959595959596,1.4904040404040408,4.75959595959596
4.822222222222222,1.427777777777779,4.822222222222222
4.884848484848485,1.365151515151516,4.884848484848485
4.947474747474748,1.3025252525252533,4.947474747474748
5.01010101010101,1.2398989898989905,5.01010101010101
5.072727272727273,1.1772727272727277,5.072727272727273
5.135353535353535,1.1146464646464658,5.135353535353535
5.197979797979798,1.052020202020203,5.197979797979798
5.260606060606061,0.9893939393939402,5.260606060606061
5.323232323232324,0.9267676767676774,5.323232323232324
5.385858585858586,0.8641414141414145,5.385858585858586
5.448484848484848,0.8015151515151526,5.448484848484848
5.511111111111111,0.7388888888888898,5.511111111111111
5.573737373737374,0.676262626262627,5.573737373737374
5.636363636363637,0.6136363636363642,5.636363636363637
5.6989898989899,0.5510101010101014,5.6989898989899
5.761616161616161,0.4883838383838395,5.761616161616161
5.824242424242424,0.4257575757575766,5.824242424242424
5.886868686868687,0.3631313131313138,5.886868686868687
5.94949494949495,0.300505050505051,5.94949494949495
6.012121212121212,0.2378787878787891,6.012121212121212
6.074747474747475,0.1752525252525263,6.074747474747475
6.137373737373737,0.1126262626262635,6.137373737373737
6.2,0.0500000000000007,6.2
